,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE NAME ASSOCIATION,SUBSYSTEM,MIRIAM,CONFIDENCE SCORE,rxnKEGGID,rxnBiGGID,rxnRecon3DID,rxnMetaNetXID,rxnRheaID,rxnRheaMasterID,abs_cohens_d
MAR03512_pos,1885.0,7.984046096041935e-08,1.20534813182614,4.558485487393215e-07,MAR03512,,"(2S,6R,10R)-trimethyl-hendecanoyl-CoA[x] + O2[x] => (2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA[x] + H2O2[x]",1.3.3.6,ENSG00000087008 or ENSG00000161533,"[['ACOX3'], ['ACOX1']]",Beta oxidation of phytanic acid (peroxisomal),vmhreaction/RE3089X;sbo/SBO:0000176,0,,,RE3089X,,,,1.20534813182614
MAR03513_pos,1885.0,7.984046096041935e-08,1.20534813182614,4.558485487393215e-07,MAR03513,,"(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA[x] + H2O[x] => 3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA[x]",4.2.1.17,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,"[['HADHA', 'EHHADH', 'ECI1', 'ECI2']]",Beta oxidation of phytanic acid (peroxisomal),vmhreaction/RE3092X;sbo/SBO:0000176,0,,,RE3092X,,,,1.20534813182614
MAR03514_pos,1885.0,7.984046096041935e-08,1.20534813182614,4.558485487393215e-07,MAR03514,,"3(R)-hydroxy-(2S,6R,10)-trimethyl-hendecanoyl-CoA[x] + NAD+[x] => 3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA[x] + H+[x] + NADH[x]",1.1.1.35;1.1.1.211,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,"[['ACAA1', 'EHHADH', 'HSD17B4']]",Beta oxidation of phytanic acid (peroxisomal),vmhreaction/RE3093X;sbo/SBO:0000176,0,,,RE3093X,,,,1.20534813182614
MAR03515_pos,1885.0,7.984046096041935e-08,1.20534813182614,4.558485487393215e-07,MAR03515,,"3-oxo-(2S,6R,10R)-trimethyl-hendecanoyl-CoA[x] + CoA[x] => 4(R),8-dimethyl-nonanoyl-CoA[x] + propanoyl-CoA[x]",2.3.1.154,ENSG00000060971 and ENSG00000167306,"[['ACAA1', 'MYO5B']]",Beta oxidation of phytanic acid (peroxisomal),vmhreaction/RE3090X;sbo/SBO:0000176,0,,,RE3090X,,,,1.20534813182614
MAR03506_pos,1885.0,7.984046096041935e-08,1.2053481318261396,4.558485487393215e-07,MAR03506,,"4,8,12-trimethyltridecanoyl-CoA[x] + O2[x] => (4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA[x] + H2O2[x]",1.3.3.6,ENSG00000087008 or ENSG00000161533,"[['ACOX3'], ['ACOX1']]",Beta oxidation of phytanic acid (peroxisomal),vmhreaction/RE3084X;sbo/SBO:0000176,0,,,RE3084X,,,,1.2053481318261396
MAR03498_pos,1747.0,1.322940055544476e-05,0.954979064406157,4.617187199215584e-05,MAR03498,,"(2S)-pristanoyl-CoA[x] + O2[x] => H2O2[x] + trans-2,3-dehydropristanoyl-CoA[x]",1.3.3.6,ENSG00000087008 or ENSG00000161533,"[['ACOX3'], ['ACOX1']]",Beta oxidation of phytanic acid (peroxisomal),reactome/R-HSA-389889;vmhreaction/RE3086X;metanetx.reaction/MNXR124340;rhea/40460;rhea/40459;sbo/SBO:0000176,0,,,RE3086X,MNXR124340,RHEA:40460,RHEA:40459,0.954979064406157
MAR03501_pos,1747.0,1.322940055544476e-05,0.954979064406157,4.617187199215584e-05,MAR03501,,"H2O[x] + trans-2,3-dehydropristanoyl-CoA[x] => 3-hydroxypristanoyl-CoA[x]",4.2.1.17,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,"[['HADHA', 'EHHADH', 'ECI1', 'ECI2']]",Beta oxidation of phytanic acid (peroxisomal),reactome/R-HSA-389986;vmhreaction/RE3081X;metanetx.reaction/MNXR124341;sbo/SBO:0000176,0,,,RE3081X,MNXR124341,,,0.954979064406157
MAR03503_pos,1747.0,1.322940055544476e-05,0.954979064406157,4.617187199215584e-05,MAR03503,,3-hydroxypristanoyl-CoA[x] + NAD+[x] => 3-ketopristanoyl-CoA[x] + H+[x] + NADH[x],1.1.1.35;1.1.1.211,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,"[['ACAA1', 'EHHADH', 'HSD17B4']]",Beta oxidation of phytanic acid (peroxisomal),vmhreaction/RE3082X;sbo/SBO:0000176,0,,,RE3082X,,,,0.954979064406157
MAR03505_pos,1747.0,1.322940055544476e-05,0.954979064406157,4.617187199215584e-05,MAR03505,"4,8,12-trimethyltridecanoyl-CoA:propanoyl-CoA C2-4,8,12-trimethyltridecanoyltransferase","3-ketopristanoyl-CoA[x] + CoA[x] => 4,8,12-trimethyltridecanoyl-CoA[x] + propanoyl-CoA[x]",2.3.1.154,ENSG00000060971 and ENSG00000167306,"[['ACAA1', 'MYO5B']]",Beta oxidation of phytanic acid (peroxisomal),kegg.reaction/R05330;reactome/R-HSA-390224;vmhreaction/HMR_3505;metanetx.reaction/MNXR109488;rhea/10408;sbo/SBO:0000176,0,R05330,,HMR_3505,MNXR109488,,RHEA:10408,0.954979064406157
MAR03491_neg,618.0,9.252697027618473e-05,-1.0045882352442808,0.000274719251954033,MAR03491,,(2R)-pristanoyl-CoA[x] <=> (2S)-pristanoyl-CoA[x],5.1.99.4,ENSG00000242110,[['AMACR']],Beta oxidation of phytanic acid (peroxisomal),reactome/R-HSA-389897;vmhreaction/HMR_3491;vmhreaction/RE2759X;metanetx.reaction/MNXR124916;rhea/40450;rhea/40447;sbo/SBO:0000176,0,,,HMR_3491;RE2759X,MNXR124916,RHEA:40450,RHEA:40447,1.0045882352442808
MAR03491_pos,618.0,9.252697027618473e-05,-1.0045882352442808,0.000274719251954033,MAR03491,,(2R)-pristanoyl-CoA[x] <=> (2S)-pristanoyl-CoA[x],5.1.99.4,ENSG00000242110,[['AMACR']],Beta oxidation of phytanic acid (peroxisomal),reactome/R-HSA-389897;vmhreaction/HMR_3491;vmhreaction/RE2759X;metanetx.reaction/MNXR124916;rhea/40450;rhea/40447;sbo/SBO:0000176,0,,,HMR_3491;RE2759X,MNXR124916,RHEA:40450,RHEA:40447,1.0045882352442808
MAR03493_neg,618.0,9.252697027618473e-05,-1.0045882352442808,0.000274719251954033,MAR03493,,(2R)-pristanoyl-CoA[x] + AMP[x] + PPi[x] <=> ATP[x] + CoA[x] + pristanic acid[x],6.2.1.-,ENSG00000140284,[['SLC27A2']],Beta oxidation of phytanic acid (peroxisomal),reactome/R-HSA-389632;vmhreaction/RE3079X;metanetx.reaction/MNXR103786;metanetx.reaction/MNXR123753;rhea/47265;rhea/47264;sbo/SBO:0000176,0,,,RE3079X,MNXR103786;MNXR123753,RHEA:47265,RHEA:47264,1.0045882352442808
MAR03493_pos,618.0,9.252697027618473e-05,-1.0045882352442808,0.000274719251954033,MAR03493,,(2R)-pristanoyl-CoA[x] + AMP[x] + PPi[x] <=> ATP[x] + CoA[x] + pristanic acid[x],6.2.1.-,ENSG00000140284,[['SLC27A2']],Beta oxidation of phytanic acid (peroxisomal),reactome/R-HSA-389632;vmhreaction/RE3079X;metanetx.reaction/MNXR103786;metanetx.reaction/MNXR123753;rhea/47265;rhea/47264;sbo/SBO:0000176,0,,,RE3079X,MNXR103786;MNXR123753,RHEA:47265,RHEA:47264,1.0045882352442808
MAR03369_pos,1736.0,1.905616348254562e-05,0.8246721911464943,6.465453201508908e-05,MAR03369,,"(7Z)-tetradecenoyl-CoA[x] + O2[x] => H2O2[x] + trans,cis-myristo-2,7-dienoyl-CoA[x]",1.3.3.6,ENSG00000087008 or ENSG00000161533,"[['ACOX3'], ['ACOX1']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),sbo/SBO:0000176,0,,,,,,,0.8246721911464943
MAR03364_pos,1736.0,1.905616348254562e-05,0.8246721904841621,6.465453201508908e-05,MAR03364,,"O2[x] + palmitoleoyl-CoA[x] => H2O2[x] + trans,cis-hexadeca-2,9-dienoyl-CoA[x]",1.3.3.6,ENSG00000087008 or ENSG00000161533,"[['ACOX3'], ['ACOX1']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),sbo/SBO:0000176,0,,,,,,,0.8246721904841621
MAR03342_pos,1604.0,0.0009382236379048041,0.7134748318860864,0.002358710290626548,MAR03342,,"O2[x] + oleoyl-CoA[x] => H2O2[x] + trans,cis-octadeca-2,9-dienoyl-CoA[x]",1.3.3.6,ENSG00000087008 or ENSG00000161533,"[['ACOX3'], ['ACOX1']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3342;sbo/SBO:0000176,0,,,HMR_3342,,,,0.7134748318860864
MAR03343_pos,1604.0,0.0009382236379048041,0.7134748318860864,0.002358710290626548,MAR03343,,"H2O[x] + trans,cis-octadeca-2,9-dienoyl-CoA[x] => (S)-3-hydroxyoleyleoyl-CoA[x]",4.2.1.17,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,"[['HADHA', 'EHHADH', 'ECI1', 'ECI2']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3343;sbo/SBO:0000176,0,,,HMR_3343,,,,0.7134748318860864
MAR03344_pos,1604.0,0.0009382236379048041,0.7134748318860864,0.002358710290626548,MAR03344,,(S)-3-hydroxyoleyleoyl-CoA[x] + NAD+[x] => 3-oxooleoyl-CoA[x] + H+[x] + NADH[x],1.1.1.35;1.1.1.211,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,"[['ACAA1', 'EHHADH', 'HSD17B4']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3344;sbo/SBO:0000176,0,,,HMR_3344,,,,0.7134748318860864
MAR03345_pos,1604.0,0.0009382236379048041,0.7134748318860864,0.002358710290626548,MAR03345,,3-oxooleoyl-CoA[x] + CoA[x] => 7-hexadecenoyl-CoA[x] + acetyl-CoA[x],2.3.1.16,ENSG00000060971 and ENSG00000167306,"[['ACAA1', 'MYO5B']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3345;sbo/SBO:0000176,0,,,HMR_3345,,,,0.7134748318860864
MAR03355_neg,1604.0,0.0009382236379048041,0.7134748318860836,0.002358710290626548,MAR03355,3-cis-Dodecenoyl-CoA delta3-cis-delta2-trans-isomerase,(2E)-dodecenoyl-CoA[x] <=> (3Z)-dodecenoyl-CoA[x],5.3.3.8,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,"[['HADHA', 'EHHADH', 'ECI1', 'ECI2']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),kegg.reaction/R04100;bigg.reaction/DCIm;vmhreaction/FAOXC121x;metanetx.reaction/MNXR97183;rhea/23719;rhea/23716;sbo/SBO:0000176,0,R04100,DCIm,FAOXC121x,MNXR97183,RHEA:23719,RHEA:23716,0.7134748318860836
MAR03346_pos,1581.0,0.0016901165417927712,0.6761133999282448,0.003989783311773099,MAR03346,,"7-hexadecenoyl-CoA[x] + O2[x] => H2O2[x] + trans,cis-hexadeca-2,7-dienoyl-CoA[x]",1.3.3.6,ENSG00000087008 or ENSG00000161533,"[['ACOX3'], ['ACOX1']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3346;sbo/SBO:0000176,0,,,HMR_3346,,,,0.6761133999282448
MAR03347_pos,1581.0,0.0016901165417927712,0.6761133999282448,0.003989783311773099,MAR03347,,"H2O[x] + trans,cis-hexadeca-2,7-dienoyl-CoA[x] => (S)-3-hydroxy-7-hexadecenoyl-CoA[x]",4.2.1.17,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,"[['HADHA', 'EHHADH', 'ECI1', 'ECI2']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3347;sbo/SBO:0000176,0,,,HMR_3347,,,,0.6761133999282448
MAR03348_pos,1581.0,0.0016901165417927712,0.6761133999282448,0.003989783311773099,MAR03348,,(S)-3-hydroxy-7-hexadecenoyl-CoA[x] + NAD+[x] => 3-oxo-7-hexadecenoyl-CoA[x] + H+[x] + NADH[x],1.1.1.35;1.1.1.211,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,"[['ACAA1', 'EHHADH', 'HSD17B4']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3348;sbo/SBO:0000176,0,,,HMR_3348,,,,0.6761133999282448
MAR03349_pos,1581.0,0.0016901165417927712,0.6761133999282448,0.003989783311773099,MAR03349,,3-oxo-7-hexadecenoyl-CoA[x] + CoA[x] => 5-tetradecenoyl-CoA[x] + acetyl-CoA[x],2.3.1.16,ENSG00000060971 and ENSG00000167306,"[['ACAA1', 'MYO5B']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3349;sbo/SBO:0000176,0,,,HMR_3349,,,,0.6761133999282448
MAR03350_pos,1581.0,0.0016901165417927712,0.6761133999282071,0.003989783311773099,MAR03350,,"5-tetradecenoyl-CoA[x] + O2[x] => H2O2[x] + trans,cis-myristo-2,5-dienoyl-CoA[x]",1.3.3.6,ENSG00000087008 or ENSG00000161533,"[['ACOX3'], ['ACOX1']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3350;sbo/SBO:0000176,0,,,HMR_3350,,,,0.6761133999282071
MAR03351_pos,1581.0,0.0016901165417927712,0.6761133999282071,0.003989783311773099,MAR03351,,"H2O[x] + trans,cis-myristo-2,5-dienoyl-CoA[x] => cis-(3S)-hydroxytetradec-5-enoyl-CoA[x]",4.2.1.17,ENSG00000084754 and ENSG00000113790 and ENSG00000167969 and ENSG00000198721,"[['HADHA', 'EHHADH', 'ECI1', 'ECI2']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3351;sbo/SBO:0000176,0,,,HMR_3351,,,,0.6761133999282071
MAR03352_pos,1581.0,0.0016901165417927712,0.6761133999282071,0.003989783311773099,MAR03352,,cis-(3S)-hydroxytetradec-5-enoyl-CoA[x] + NAD+[x] => 3-oxomyrist-5-enoyl-CoA[x] + H+[x] + NADH[x],1.1.1.35;1.1.1.211,ENSG00000060971 and ENSG00000113790 and ENSG00000133835,"[['ACAA1', 'EHHADH', 'HSD17B4']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3352;sbo/SBO:0000176,0,,,HMR_3352,,,,0.6761133999282071
MAR03353_pos,1581.0,0.0016901165417927712,0.6761133999282071,0.003989783311773099,MAR03353,,3-oxomyrist-5-enoyl-CoA[x] + CoA[x] => (3Z)-dodecenoyl-CoA[x] + acetyl-CoA[x],2.3.1.16,ENSG00000060971 and ENSG00000167306,"[['ACAA1', 'MYO5B']]",Beta oxidation of unsaturated fatty acids (n-9) (peroxisomal),vmhreaction/HMR_3353;sbo/SBO:0000176,0,,,HMR_3353,,,,0.6761133999282071
MAR04425_pos,639.0,0.00017305776394810785,-0.6974781855265982,0.0005001376057288427,MAR04425,L-histidine:beta-alanine ligase (ADP-forming),ATP[c] + beta-alanine[c] + histidine[c] => AMP[c] + carnosine[c] + H+[c] + PPi[c],6.3.2.11,ENSG00000172508,[['CARNS1']],Beta-alanine metabolism,kegg.reaction/R01164;vmhreaction/r0283;metanetx.reaction/MNXR105319;metanetx.reaction/MNXR106848;rhea/19297;sbo/SBO:0000176,0,R01164,,r0283,MNXR105319;MNXR106848,,RHEA:19297,0.6974781855265982
MAR04427_pos,640.0,0.00017819155609484244,-0.6974046772833494,0.0005144778762437556,MAR04427,Nalpha-(beta-alanyl)-L-histidine hydrolase,carnosine[c] + H2O[c] => beta-alanine[c] + histidine[c],3.4.13.3;3.4.13.20,ENSG00000133313 or ENSG00000150656,"[['CNDP2'], ['CNDP1']]",Beta-alanine metabolism,kegg.reaction/R01166;bigg.reaction/NBAHH_ir;vmhreaction/NBAHH_ir;metanetx.reaction/MNXR100638;metanetx.reaction/MNXR106849;rhea/59360;sbo/SBO:0000176,0,R01166,NBAHH_ir,NBAHH_ir,MNXR100638;MNXR106849,,RHEA:59360,0.6974046772833494
MAR01735_pos,2297.0,5.0094779172253176e-17,3.845234344250339,2.2529111498007913e-15,MAR01735,"cholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (24-hydroxylating)",cholesterol[c] + H+[c] + NADPH[c] + O2[c] => 24-hydroxycholesterol[c] + H2O[c] + NADP+[c],1.14.13.98,ENSG00000036530,[['CYP46A1']],Bile acid biosynthesis,kegg.reaction/R07207;reactome/R-HSA-192061;vmhreaction/HMR_1735;metanetx.reaction/MNXR124223;rhea/22716;sbo/SBO:0000176,0,R07207,,HMR_1735,MNXR124223,,RHEA:22716,3.845234344250339
MAR01797_pos,2293.0,6.424518314386724e-17,3.3403674361049416,2.687530342912167e-15,MAR01797,"cholest-5-ene-3beta,26-diol,[NADPH---hemoprotein reductase]:oxygen oxidoreductase (7alpha-hydroxylating)","26-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => cholest-5-ene-3beta,7alpha,27-triol[c] + H2O[c] + NADP+[c]",1.14.13.-,ENSG00000130649 or ENSG00000135929,"[['CYP2E1'], ['CYP27A1']]",Bile acid biosynthesis,kegg.reaction/R07372;vmhreaction/RE1803C;metanetx.reaction/MNXR102296;rhea/19041;sbo/SBO:0000176,0,R07372,,RE1803C,MNXR102296,,RHEA:19041,3.3403674361049416
MAR01569_pos,2280.0,1.4336870976372057e-16,3.4325532906260325,5.341019396570844e-15,MAR01569,Oxysterol 7-Alpha-Hydroxylase,"H+[r] + NADPH[r] + O2[r] + 24-hydroxycholesterol[r] => H2O[r] + NADP+[r] + cholest-5-ene-3beta,7alpha,24(S)-triol[r]",1.14.13.15,ENSG00000146233,[['CYP39A1']],Bile acid biosynthesis,bigg.reaction/P45039A1r;vmhreaction/P45039A1r;metanetx.reaction/MNXR102283;sbo/SBO:0000176,0,,P45039A1r,P45039A1r,MNXR102283,,,3.4325532906260325
MAR01762_pos,2273.0,2.200691324861164e-16,2.949798178873468,7.828397453947931e-15,MAR01762,"cholesterol,NADPH:oxygen oxidoreductase (5alpha,6alpha-epoxidizing)",cholesterol[m] + H+[m] + NADPH[m] + O2[m] => 27-hydroxycholesterol[m] + H2O[m] + NADP+[m],1.14.13.15,ENSG00000135929,[['CYP27A1']],Bile acid biosynthesis,kegg.reaction/R01452;reactome/R-HSA-192123;vmhreaction/HMR_1762;metanetx.reaction/MNXR121070;rhea/43837;rhea/43836;sbo/SBO:0000176,0,R01452,,HMR_1762,MNXR121070,RHEA:43837,RHEA:43836,2.949798178873468
MAR01765_pos,2273.0,2.200691324861164e-16,2.949798178873468,7.828397453947931e-15,MAR01765,"cholest-5-ene-3beta,26-diol,[NADPH---hemoprotein reductase]:oxygen oxidoreductase (7alpha-hydroxylating)","27-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => cholest-5-ene-3beta,7alpha,27-triol[c] + H2O[c] + NADP+[c]",1.14.13.100,ENSG00000172817,[['CYP7B1']],Bile acid biosynthesis,kegg.reaction/R07372;reactome/R-HSA-191972;vmhreaction/HMR_1765;metanetx.reaction/MNXR124727;rhea/19041;sbo/SBO:0000176,0,R07372,,HMR_1765,MNXR124727,,RHEA:19041,2.949798178873468
MAR01737_pos,2272.0,2.3391254719077306e-16,3.1516314487023718,8.261967704549569e-15,MAR01737,,"24-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => cholest-5-ene-3beta,7alpha,24(S)-triol[c] + H2O[c] + NADP+[c]",1.14.13.99,ENSG00000146233,[['CYP39A1']],Bile acid biosynthesis,reactome/R-HSA-192178;vmhreaction/HMR_1737;metanetx.reaction/MNXR124735;sbo/SBO:0000176,0,,,HMR_1737,MNXR124735,,,3.1516314487023718
MAR02883_pos,2257.0,5.803762100127059e-16,2.817490673632725,1.8107737752396424e-14,MAR02883,,"NAD+[c] + 5beta-cholestane-3alpha,7alpha,27-triol[c] <=> 3alpha,7alpha-dihydroxy-5beta-cholestan-26-al[c] + H+[c] + NADH[c]",1.5.3.11,,,Bile acid biosynthesis,bigg.reaction/RE1804C;vmhreaction/RE1804C;metanetx.reaction/MNXR103540;sbo/SBO:0000176,0,,RE1804C,RE1804C,MNXR103540,,,2.817490673632725
MAR02935_pos,2257.0,5.803762100127059e-16,2.817490673632725,1.8107737752396424e-14,MAR02935,,"5beta-cholestane-3alpha,7alpha-diol[c] + H+[c] + NADPH[c] + O2[c] => H2O[c] + NADP+[c] + 5beta-cholestane-3alpha,7alpha,27-triol[c]",1.1.1.1,,,Bile acid biosynthesis,bigg.reaction/RE1826C;vmhreaction/RE1826C;metanetx.reaction/MNXR103553;sbo/SBO:0000176,0,,RE1826C,RE1826C,MNXR103553,,,2.817490673632725
MAR01841_neg,2214.0,5.9023229983877406e-15,1.9794403860646541,1.3725650500598573e-13,MAR01841,,AMP[c] + H+[c] + PPi[c] + taurolithocholate[c] <=> ATP[c] + lithocholate[c] + taurine[c],6.2.1.-;2.3.1.65,ENSG00000136881,[['BAAT']],Bile acid biosynthesis,vmhreaction/RE2637C;sbo/SBO:0000176,0,,,RE2637C,,,,1.9794403860646541
MAR01842_pos,2214.0,5.898580365128935e-15,1.9794403860646357,1.3725650500598573e-13,MAR01842,,AMP[x] + H+[x] + PPi[x] + taurolithocholate[x] <=> ATP[x] + lithocholate[x] + taurine[x],6.2.1.-;2.3.1.65,ENSG00000136881,[['BAAT']],Bile acid biosynthesis,vmhreaction/RE2637X;sbo/SBO:0000176,0,,,RE2637X,,,,1.9794403860646357
MAR00059_pos,2217.0,6.177882979183706e-15,2.3511222999623227,1.4255774344569365e-13,MAR00059,"Acyl-Coenzyme A Oxidase 2, Branched Chain","3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[x] + FADH2[x] + 0.5 O2[x] => (24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[x] + FAD[x]",1.3.3.6,ENSG00000168306,[['ACOX2']],Bile acid biosynthesis,bigg.reaction/ACOX22x;vmhreaction/ACOX22x;metanetx.reaction/MNXR95389;sbo/SBO:0000176,0,,ACOX22x,ACOX22x,MNXR95389,,,2.3511222999623227
MAR01835_pos,2165.0,2.5926389684649202e-14,2.9871271633543195,5.140498501584756e-13,MAR01835,,CoA[c] + H+[c] + taurodeoxycholate[c] <=> deoxycholoyl-CoA[c] + taurine[c],2.3.1.65,ENSG00000136881,[['BAAT']],Bile acid biosynthesis,vmhreaction/RE1846C;metanetx.reaction/MNXR103561;sbo/SBO:0000176,0,,,RE1846C,MNXR103561,,,2.9871271633543195
MAR01681_pos,2191.0,2.7464038485306218e-14,2.4463191047123387,5.433308327027027e-13,MAR01681,,"5beta-cholestane-3alpha,7alpha-diol[c] + H+[c] + NADPH[c] + O2[c] => 5beta-cholestane-3alpha,7alpha,26-triol[c] + H2O[c] + NADP+[c]",1.14.13.15,ENSG00000135929,[['CYP27A1']],Bile acid biosynthesis,reactome/R-HSA-193393;vmhreaction/HMR_1681;metanetx.reaction/MNXR124746;sbo/SBO:0000176,0,,,HMR_1681,MNXR124746,,,2.4463191047123387
MAR01839_pos,2186.0,3.644064932491619e-14,2.346247298536947,7.078277098442865e-13,MAR01839,,"H+[c] + lithocholate[c] + NADPH[c] + O2[c] => 3alpha,12alpha-dihydroxy-5beta-cholanate[c] + H2O[c] + NADP+[c]",1.14.13.95,ENSG00000180432,[['CYP8B1']],Bile acid biosynthesis,vmhreaction/RE2636C;metanetx.reaction/MNXR103708;sbo/SBO:0000176,0,,,RE2636C,MNXR103708,,,2.346247298536947
MAR02953_pos,2185.0,3.85550789381511e-14,2.257835285861556,7.402575156125011e-13,MAR02953,Propionyl Coenzyme A C2-Trimethyltridecanoyltransferase,25(R)DHCA-CoA[x] + CoA[x] + O2[x] => chenodeoxycholoyl-CoA[x] + H2O[x] + propanoyl-CoA[x],2.3.1.154,ENSG00000116171,[['SCP2']],Bile acid biosynthesis,bigg.reaction/SCP3x;vmhreaction/RE1836X;metanetx.reaction/MNXR103560;sbo/SBO:0000176,0,,SCP3x,RE1836X,MNXR103560,,,2.257835285861556
MAR02881_pos,2182.0,4.564890598296485e-14,2.0438128863791447,8.675609340112711e-13,MAR02881,Steroid Delta-Isomerase,NAD+[m] + 20-hydroxycholesterol[m] <=> H+[m] + NADH[m] + 7alpha-hydroxycholest-4-en-3-one[m],5.3.3.1,ENSG00000203857 or ENSG00000203859,"[['HSD3B1'], ['HSD3B2']]",Bile acid biosynthesis,bigg.reaction/RE1796M;vmhreaction/RE1796M;metanetx.reaction/MNXR103539;sbo/SBO:0000176,0,,RE1796M,RE1796M,MNXR103539,,,2.0438128863791447
MAR12154_pos,2164.0,1.2450496076543688e-13,2.125086002064319,2.249199387723984e-12,MAR12154,3-dehydro-deoxycholic acid formation,"3alpha,12alpha-dihydroxy-5beta-cholanate[c] + H+[c] + NADPH[c] + O2[c] => 2 H2O[c] + NADP+[c] + 3-dehydro-Deoxycholate[c]",1.14.13.97,ENSG00000160868,[['CYP3A4']],Bile acid biosynthesis,bigg.reaction/3DHDCAS;vmhreaction/3DHDCAS;sbo/SBO:0000176,0,,3DHDCAS,3DHDCAS,,,,2.125086002064319
MAR01590_pos,2157.0,1.8307978765028867e-13,1.9833134897628353,3.1770601388768517e-12,MAR01590,,"7alpha-hydroxycholest-4-en-3-one[r] + H+[r] + NADH[r] + O2[r] => 7alpha,12alpha-dihydroxycholest-4-en-3-one[r] + H2O[r] + NAD+[r]",1.14.13.95,ENSG00000180432,[['CYP8B1']],Bile acid biosynthesis,bigg.reaction/P4508B13r;vmhreaction/P4508B13r;sbo/SBO:0000176,0,,P4508B13r,P4508B13r,,,,1.9833134897628353
MAR03910_pos,2153.0,2.2794169599904754e-13,2.218247826687504,3.923741194576708e-12,MAR03910,3-sulfino-L-alanine carboxy-lyase,3-sulfinoalanine[c] + 2 H+[c] => CO2[c] + hypotaurine[c],4.1.1.15;4.1.1.29,ENSG00000128683 or ENSG00000136750 or ENSG00000139631,"[['GAD1'], ['GAD2'], ['CSAD']]",Bile acid biosynthesis,kegg.reaction/R02466;bigg.reaction/3SALACBOXL;vmhreaction/3SALACBOXL;metanetx.reaction/MNXR107527;metanetx.reaction/MNXR94978;rhea/16877;sbo/SBO:0000176,0,R02466,3SALACBOXL,3SALACBOXL,MNXR107527;MNXR94978,,RHEA:16877,2.218247826687504
MAR12183_pos,2113.0,2.934643842743718e-13,2.5372204669109535,4.8242838846245796e-12,MAR12183,Chenodeoxycholic acid 6alpha-hydroxylase,H+[c] + NADPH[c] + O2[c] + Chenodeoxycholate[c] => H2O[c] + NADP+[c] + Hyocholic acid; gamma-Muricholate[c],1.14.13.97,ENSG00000160868,[['CYP3A4']],Bile acid biosynthesis,bigg.reaction/CDCA6AH;vmhreaction/CDCA6AH;sbo/SBO:0000176,0,,CDCA6AH,CDCA6AH,,,,2.5372204669109535
