,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE NAME ASSOCIATION,SUBSYSTEM,MIRIAM,CONFIDENCE SCORE,rxnKEGGID,rxnBiGGID,rxnRecon3DID,rxnMetaNetXID,rxnRheaID,rxnRheaMasterID,abs_cohens_d
MAR04494_pos,97.0,1.1012310263664031e-14,-2.398236099063953,1.6472361225731903e-14,MAR04494,ATP:D-glucosamine 6-phosphotransferase,ATP[c] + glucosamine[c] => ADP[c] + glucosamine-6-phosphate[c] + H+[c],2.7.1.1,ENSG00000106633 or ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,"[['GCK'], ['HKDC1'], ['HK1'], ['HK2'], ['HK3']]",Amino sugar and nucleotide sugar metabolism,kegg.reaction/R01961;bigg.reaction/HEX10;vmhreaction/HEX10;metanetx.reaction/MNXR100613;rhea/10948;sbo/SBO:0000176,0,R01961,HEX10,HEX10,MNXR100613,,RHEA:10948,2.398236099063953
MAR04299_pos,107.0,1.952634209210313e-14,-2.4932641681282246,2.8381663060257606e-14,MAR04299,D-glucosamine-6-phosphate aminohydrolase (ketol isomerizing),glucosamine-6-phosphate[c] + H2O[c] => fructose-6-phosphate[c] + H+[c] + NH3[c],3.5.99.6,ENSG00000113552 or ENSG00000163281,"[['GNPDA1'], ['GNPDA2']]",Amino sugar and nucleotide sugar metabolism,kegg.reaction/R00765;bigg.reaction/G6PDA;vmhreaction/G6PDA;metanetx.reaction/MNXR99905;rhea/12172;sbo/SBO:0000176,0,R00765,G6PDA,G6PDA,MNXR99905,,RHEA:12172,2.4932641681282246
MAR04531_pos,159.0,3.510304290570305e-13,-2.2626307749146277,4.615001417933941e-13,MAR04531,"N-acetylneuraminate,ferrocytochrome-b5:oxygen oxidoreductase (N-acetyl-hydroxylating)",H+[c] + N-acetylneuraminate[c] + NADH[c] + O2[c] => H2O[c] + NAD+[c] + neungc[c],1.14.18.2,,,Amino sugar and nucleotide sugar metabolism,kegg.reaction/R01803;vmhreaction/HMR_4531;vmhreaction/r0400;metanetx.reaction/MNXR105335;metanetx.reaction/MNXR107180;sbo/SBO:0000176,0,R01803,,HMR_4531;r0400,MNXR105335;MNXR107180,,,2.2626307749146277
MAR04533_pos,159.0,3.510304290570305e-13,-2.2626307749146184,4.615001417933941e-13,MAR04533,"CMP-N-acetylneuraminate,ferrocytochrome-b5:oxygen oxidoreductase (N-acetyl-hydroxylating)",CMP-neuNGc[c] + H2O[c] + NAD+[c] => CMP-N-acetylneuraminate[c] + H+[c] + NADH[c] + O2[c],1.14.18.2,,,Amino sugar and nucleotide sugar metabolism,kegg.reaction/R01115;vmhreaction/r0267;metanetx.reaction/MNXR105317;metanetx.reaction/MNXR106831;rhea/16145;sbo/SBO:0000176,0,R01115,,r0267,MNXR105317;MNXR106831,,RHEA:16145,2.2626307749146184
MAR04532_neg,159.0,3.5109456591337315e-13,-2.262630774914611,4.615440259392095e-13,MAR04532,CTP:N-glycoloylneuraminate cytidylyltransferase,CMP-neuNGc[c] + PPi[c] <=> CTP[c] + neungc[c],2.7.7.43,ENSG00000111726,[['CMAS']],Amino sugar and nucleotide sugar metabolism,kegg.reaction/R04215;vmhreaction/r0668;metanetx.reaction/MNXR105365;metanetx.reaction/MNXR108739;sbo/SBO:0000176,0,R04215,,r0668,MNXR105365;MNXR108739,,,2.262630774914611
MAR04534_pos,221.0,9.208597144457602e-12,-2.0138896732121205,1.1278502183295034e-11,MAR04534,,CMP-neuNGc[c] + H2O[c] + NADP+[c] => CMP-N-acetylneuraminate[c] + H+[c] + NADPH[c] + O2[c],1.14.18.2,,,Amino sugar and nucleotide sugar metabolism,kegg.reaction/R01116;vmhreaction/r0268;metanetx.reaction/MNXR105318;sbo/SBO:0000176,0,R01116,,r0268,MNXR105318,,,2.0138896732121205
MAR04536_pos,246.0,3.2304531065726116e-11,-1.9019710457491759,3.8924184452568334e-11,MAR04536,CTP:N-acetylneuraminate cytidylyltransferase,CMP-N-acetylneuraminate[n] + PPi[n] <=> CTP[n] + N-acetylneuraminate[n],2.7.7.43,ENSG00000111726,[['CMAS']],Amino sugar and nucleotide sugar metabolism,kegg.reaction/R01117;bigg.reaction/CMPSASn;vmhreaction/CMPSASn;metanetx.reaction/MNXR95295;sbo/SBO:0000176,0,R01117,CMPSASn,CMPSASn,MNXR95295,,,1.9019710457491759
MAR08377_pos,246.0,3.2304531065726116e-11,-1.9019710457491759,3.8924184452568334e-11,MAR08377,CTP:N-acetylneuraminate cytidylyltransferase,CTP[c] + N-acetylneuraminate[c] => CMP-N-acetylneuraminate[c] + PPi[c],2.7.7.43,ENSG00000111726,[['CMAS']],Amino sugar and nucleotide sugar metabolism,kegg.reaction/R01117;bigg.reaction/CMPSASn;vmhreaction/CMPSAS;metanetx.reaction/MNXR95295;sbo/SBO:0000176,0,R01117,CMPSASn,CMPSAS,MNXR95295,,,1.9019710457491759
MAR05150_pos,77.0,3.447497823474184e-15,-2.8475543348717016,5.876763869028014e-15,MAR05150,L-Valine:tRNAVal ligase (AMP-forming),ATP[c] + tRNA(val)[c] + valine[c] => AMP[c] + L-valyl-tRNA(val)[c] + PPi[c],6.1.1.9,ENSG00000204394,[['VARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03665;vmhreaction/HMR_5150;metanetx.reaction/MNXR105186;rhea/10704;sbo/SBO:0000176,0,R03665,,HMR_5150,MNXR105186,,RHEA:10704,2.8475543348717016
MAR05141_pos,81.0,4.356261478219076e-15,-2.8014071557546214,7.234402361902995e-15,MAR05141,L-Leucine:tRNA(Leu) ligase (AMP-forming),ATP[c] + leucine[c] + tRNA(leu)[c] => AMP[c] + L-leucyl-tRNA(leu)[c] + PPi[c],6.1.1.4,ENSG00000133706,[['LARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03657;vmhreaction/HMR_5141;metanetx.reaction/MNXR101053;rhea/11688;sbo/SBO:0000176,0,R03657,,HMR_5141,MNXR101053,,RHEA:11688,2.8014071557546214
MAR05145_pos,81.0,4.356261478219076e-15,-2.7960215126291073,7.234402361902995e-15,MAR05145,L-Phenylalanine:tRNA(Ala) ligase (AMP-forming),ATP[c] + phenylalanine[c] + tRNA(phe)[c] => AMP[c] + L-phenylalanyl-tRNA(phe)[c] + PPi[c],6.1.1.20,ENSG00000116120 and ENSG00000179115,"[['FARSB', 'FARSA']]",Aminoacyl-tRNA biosynthesis,kegg.reaction/R03660;vmhreaction/HMR_5145;metanetx.reaction/MNXR102634;rhea/19413;sbo/SBO:0000176,0,R03660,,HMR_5145,MNXR102634,,RHEA:19413,2.7960215126291073
MAR05135_pos,81.0,4.356261478219076e-15,-2.7861635490308037,7.234402361902995e-15,MAR05135,L-Cysteine:tRNA(Cys) ligase (AMP-forming),ATP[c] + cysteine[c] + tRNA(cys)[c] => AMP[c] + L-cysteinyl-tRNA(cys)[c] + PPi[c],6.1.1.16,ENSG00000110619,[['CARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03650;vmhreaction/HMR_5135;metanetx.reaction/MNXR97018;rhea/17773;sbo/SBO:0000176,0,R03650,,HMR_5135,MNXR97018,,RHEA:17773,2.7861635490308037
MAR05146_pos,81.0,4.356261478219076e-15,-2.7861635490306225,7.234402361902995e-15,MAR05146,L-proline:tRNA(Pro) ligase (AMP-forming),ATP[c] + proline[c] + tRNA(pro)[c] => AMP[c] + L-prolyl-tRNA(pro)[c] + PPi[c],6.1.1.15,ENSG00000136628,[['EPRS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03661;vmhreaction/HMR_5146;metanetx.reaction/MNXR103208;rhea/14305;sbo/SBO:0000176,0,R03661,,HMR_5146,MNXR103208,,RHEA:14305,2.7861635490306225
MAR05130_pos,81.0,4.356261478219076e-15,-2.776907347376323,7.234402361902995e-15,MAR05130,L-Tyrosine:tRNA(Tyr) ligase (AMP-forming),ATP[c] + tRNA(tyr)[c] + tyrosine[c] => AMP[c] + L-tyrosyl-tRNA(tyr)[c] + PPi[c],6.1.1.1,ENSG00000134684,[['YARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R02918;vmhreaction/HMR_5130;metanetx.reaction/MNXR105001;rhea/10220;sbo/SBO:0000176,0,R02918,,HMR_5130,MNXR105001,,RHEA:10220,2.776907347376323
MAR05140_pos,82.0,4.6180538324471115e-15,-2.8149552582860804,7.6110396276443e-15,MAR05140,L-Isoleucine:tRNA(Ile) ligase (AMP-forming),ATP[c] + isoleucine[c] + tRNA(ile)[c] => AMP[c] + L-isoleucyl-tRNA(ile)[c] + PPi[c],6.1.1.5,ENSG00000196305,[['IARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03656;vmhreaction/HMR_5140;metanetx.reaction/MNXR100820;rhea/11060;sbo/SBO:0000176,0,R03656,,HMR_5140,MNXR100820,,RHEA:11060,2.8149552582860804
MAR05134_pos,82.0,4.6180538324471115e-15,-2.814955258286,7.6110396276443e-15,MAR05134,L-Aspartate:tRNA(Asp) ligase (AMP-forming),aspartate[c] + ATP[c] + tRNA(asp)[c] => AMP[c] + L-aspartyl-tRNA(asp)[c] + PPi[c],6.1.1.12,ENSG00000115866,[['DARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R05577;vmhreaction/HMR_5134;metanetx.reaction/MNXR96101;rhea/18349;sbo/SBO:0000176,0,R05577,,HMR_5134,MNXR96101,,RHEA:18349,2.814955258286
MAR05143_pos,82.0,4.6180538324471115e-15,-2.814955258285974,7.6110396276443e-15,MAR05143,L-Methionine:tRNAMet ligase (AMP-forming),ATP[c] + methionine[c] + tRNA(met)[c] => AMP[c] + L-methionyl-tRNA(met)[c] + PPi[c],6.1.1.10,ENSG00000166986,[['MARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03659;vmhreaction/HMR_5143;metanetx.reaction/MNXR101488;rhea/13481;sbo/SBO:0000176,0,R03659,,HMR_5143,MNXR101488,,RHEA:13481,2.814955258285974
MAR05133_pos,82.0,4.6180538324471115e-15,-2.765658442471201,7.6110396276443e-15,MAR05133,L-Asparagine:tRNA(Asn) ligase (AMP-forming),asparagine[c] + ATP[c] + tRNA(asn)[c] => AMP[c] + L-asparaginyl-tRNA(asn)[c] + PPi[c],6.1.1.22,ENSG00000134440,[['NARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03648;vmhreaction/HMR_5133;metanetx.reaction/MNXR96064;rhea/11180;sbo/SBO:0000176,0,R03648,,HMR_5133,MNXR96064,,RHEA:11180,2.765658442471201
MAR05139_pos,82.0,4.6180538324471115e-15,-2.7653162749728804,7.6110396276443e-15,MAR05139,L-Histidine:tRNA(His) ligase (AMP-forming),ATP[c] + histidine[c] + tRNA(his)[c] => AMP[c] + L-histidyl-tRNA(his)[c] + PPi[c],6.1.1.21,ENSG00000170445,[['HARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03655;vmhreaction/HMR_5139;metanetx.reaction/MNXR100643;rhea/17313;sbo/SBO:0000176,0,R03655,,HMR_5139,MNXR100643,,RHEA:17313,2.7653162749728804
MAR05138_pos,82.0,4.6180538324471115e-15,-2.7627373558775545,7.6110396276443e-15,MAR05138,glycine:tRNA(Gly) ligase (AMP-forming),ATP[c] + glycine[c] + tRNA(gly)[c] => AMP[c] + glycyl-tRNA(gly)[c] + PPi[c],6.1.1.14,ENSG00000106105,[['GARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03654;vmhreaction/HMR_5138;metanetx.reaction/MNXR100365;rhea/16014;rhea/16013;sbo/SBO:0000176,0,R03654,,HMR_5138,MNXR100365,RHEA:16014,RHEA:16013,2.7627373558775545
MAR05137_pos,83.0,4.8953198211707265e-15,-2.796725583113856,8.016934326802131e-15,MAR05137,L-glutamate:tRNA(Glu) ligase (AMP-forming),ATP[c] + glutamate[c] + tRNA(glu)[c] => AMP[c] + L-glutamyl-tRNA(glu)[c] + PPi[c],6.1.1.17,ENSG00000136628,[['EPRS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R05578;vmhreaction/HMR_5137;metanetx.reaction/MNXR100295;rhea/18397;sbo/SBO:0000176,0,R05578,,HMR_5137,MNXR100295,,RHEA:18397,2.796725583113856
MAR05132_pos,83.0,4.8953198211707265e-15,-2.7967255831138544,8.016934326802131e-15,MAR05132,L-Arginine:tRNA(Arg) ligase (AMP-forming),arginine[c] + ATP[c] + tRNA(arg)[c] => AMP[c] + L-arginyl-tRNA(arg)[c] + PPi[c],6.1.1.19,ENSG00000113643,[['RARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03646;vmhreaction/HMR_5132;metanetx.reaction/MNXR95950;rhea/20301;sbo/SBO:0000176,0,R03646,,HMR_5132,MNXR95950,,RHEA:20301,2.7967255831138544
MAR05136_pos,83.0,4.8953198211707265e-15,-2.796725583113822,8.016934326802131e-15,MAR05136,L-Glutamine:tRNA(Gln) ligase (AMP-forming),ATP[c] + glutamine[c] + tRNA(gln)[c] => AMP[c] + L-glutaminyl-tRNA(gln)[c] + PPi[c],6.1.1.18,ENSG00000172053,[['QARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03652;vmhreaction/HMR_5136;metanetx.reaction/MNXR100257;rhea/20121;sbo/SBO:0000176,0,R03652,,HMR_5136,MNXR100257,,RHEA:20121,2.796725583113822
MAR05142_pos,83.0,4.8953198211707265e-15,-2.7815124294690796,8.016934326802131e-15,MAR05142,L-lysine:tRNALys ligase (AMP-forming),ATP[c] + lysine[c] + tRNA(lys)[c] => AMP[c] + L-lysyl-tRNA(lys)[c] + PPi[c],6.1.1.6,ENSG00000065427,[['KARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03658;vmhreaction/HMR_5142;metanetx.reaction/MNXR101264;rhea/20792;sbo/SBO:0000176,0,R03658,,HMR_5142,MNXR101264,,RHEA:20792,2.7815124294690796
MAR05147_pos,84.0,5.188958270023478e-15,-2.7699554342350745,8.429739937206053e-15,MAR05147,L-Serine:tRNA(Ser) ligase (AMP-forming),ATP[c] + serine[c] + tRNA(ser)[c] => AMP[c] + L-seryl-tRNA(ser)[c] + PPi[c],6.1.1.11,ENSG00000031698,[['SARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03662;vmhreaction/HMR_5147;metanetx.reaction/MNXR104350;rhea/12292;sbo/SBO:0000176,0,R03662,,HMR_5147,MNXR104350,,RHEA:12292,2.7699554342350745
MAR05149_pos,84.0,5.188958270023478e-15,-2.7699554342349795,8.429739937206053e-15,MAR05149,L-Tryptophan -tRNA(Trp) ligase (AMP-forming),ATP[c] + tRNA(trp)[c] + tryptophan[c] => AMP[c] + L-tryptophanyl-tRNA(trp)[c] + PPi[c],6.1.1.2,ENSG00000140105,[['WARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03664;vmhreaction/HMR_5149;metanetx.reaction/MNXR104948;rhea/24080;sbo/SBO:0000176,0,R03664,,HMR_5149,MNXR104948,,RHEA:24080,2.7699554342349795
MAR05131_pos,84.0,5.188958270023478e-15,-2.769955434234888,8.429739937206053e-15,MAR05131,L-Alanine:tRNA(Ala) ligase (AMP-forming),alanine[c] + ATP[c] + tRNA(ala)[c] => AMP[c] + L-alanyl-tRNA(ala)[c] + PPi[c],6.1.1.7,ENSG00000090861,[['AARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03038;vmhreaction/HMR_5131;metanetx.reaction/MNXR107903;rhea/12540;sbo/SBO:0000176,0,R03038,,HMR_5131,MNXR107903,,RHEA:12540,2.769955434234888
MAR05148_pos,85.0,5.499919269914857e-15,-2.7437169433933284,8.871524085170626e-15,MAR05148,L-Threonine:tRNA(Thr) ligase (AMP-forming),ATP[c] + threonine[c] + tRNA(thr)[c] => AMP[c] + L-threonyl-tRNA(thr)[c] + PPi[c],6.1.1.3,ENSG00000113407,[['TARS']],Aminoacyl-tRNA biosynthesis,kegg.reaction/R03663;vmhreaction/HMR_5148;metanetx.reaction/MNXR104848;rhea/24624;sbo/SBO:0000176,0,R03663,,HMR_5148,MNXR104848,,RHEA:24624,2.7437169433933284
MAR01945_pos,0.0,3.234612555475504e-17,-11.84713681620193,1.3653613504209682e-16,MAR01945,,H+[r] + NADPH[r] + O2[r] + pregnenolone[r] => 17alpha-hydroxypregnenolone[r] + H2O[r] + NADP+[r],1.14.99.9,ENSG00000148795,[['CYP17A1']],Androgen metabolism,vmhreaction/P45017A1r;sbo/SBO:0000176,0,,,P45017A1r,,,,11.84713681620193
MAR01960_pos,0.0,3.234612555475504e-17,-11.840764805224186,1.3653613504209682e-16,MAR01960,,17alpha-hydroxypregnenolone[r] + NADPH[r] + O2[r] <=> acetate[r] + dehydroepiandrosterone[r] + H2O[r] + NADP+[r],1.14.99.-,ENSG00000148795 or ENSG00000197580,"[['CYP17A1'], ['BCO2']]",Androgen metabolism,vmhreaction/RE1134R;sbo/SBO:0000176,0,,,RE1134R,,,,11.840764805224186
MAR01967_pos,0.0,3.234612555475504e-17,-10.880479853435403,1.3653613504209682e-16,MAR01967,dehydroepiandrosterone:NAD+ oxidoreductase,"dehydroepiandrosterone[c] + NAD+[c] => 5-androstene-3,17-dione[c] + H+[c] + NADH[c]",1.1.1.145,ENSG00000203857 or ENSG00000203859,"[['HSD3B1'], ['HSD3B2']]",Androgen metabolism,kegg.reaction/R09957;vmhreaction/HMR_1967;sbo/SBO:0000176,0,R09957,,HMR_1967,,,,10.880479853435403
MAR01970_pos,0.0,3.234612555475504e-17,-10.880479853435403,1.3653613504209682e-16,MAR01970,,"5-androstene-3,17-dione[c] + H+[c] + NAD+[c] => 4-androstene-3,17-dione[c] + NADH[c]",5.3.3.1,ENSG00000203857 or ENSG00000203859,"[['HSD3B1'], ['HSD3B2']]",Androgen metabolism,vmhreaction/HMR_1970;sbo/SBO:0000176,0,,,HMR_1970,,,,10.880479853435403
MAR01968_pos,0.0,3.234612555475504e-17,-9.711758112989878,1.3653613504209682e-16,MAR01968,dehydroepiandrosterone:NAD+ oxidoreductase,"dehydroepiandrosterone[r] + NAD+[r] => 5-androstene-3,17-dione[r] + H+[r] + NADH[r]",1.1.1.145,ENSG00000203857 or ENSG00000203859,"[['HSD3B1'], ['HSD3B2']]",Androgen metabolism,kegg.reaction/R09957;vmhreaction/HMR_1968;sbo/SBO:0000176,0,R09957,,HMR_1968,,,,9.711758112989878
MAR01971_pos,0.0,3.234612555475504e-17,-9.711758112989878,1.3653613504209682e-16,MAR01971,,"5-androstene-3,17-dione[r] + H+[r] + NAD+[r] => 4-androstene-3,17-dione[r] + NADH[r]",5.3.3.1,ENSG00000203857 or ENSG00000203859,"[['HSD3B1'], ['HSD3B2']]",Androgen metabolism,vmhreaction/HMR_1971;sbo/SBO:0000176,0,,,HMR_1971,,,,9.711758112989878
MAR01960_neg,0.0,3.234612555475504e-17,-9.528654703193697,1.3653613504209682e-16,MAR01960,,17alpha-hydroxypregnenolone[r] + NADPH[r] + O2[r] <=> acetate[r] + dehydroepiandrosterone[r] + H2O[r] + NADP+[r],1.14.99.-,ENSG00000148795 or ENSG00000197580,"[['CYP17A1'], ['BCO2']]",Androgen metabolism,vmhreaction/RE1134R;sbo/SBO:0000176,0,,,RE1134R,,,,9.528654703193697
MAR02015_pos,0.0,3.234612555475504e-17,-9.082404077668384,1.3653613504209682e-16,MAR02015,"5alpha-androstane-3,17-dione:NADP+ delta4-oxidoreductase","4-androstene-3,17-dione[r] + H+[r] + NADPH[r] <=> 5alpha-androstane-3,17-dione[r] + NADP+[r]",1.3.1.22,ENSG00000128039 or ENSG00000145545 or ENSG00000277893,"[['SRD5A3'], ['SRD5A1'], ['SRD5A2']]",Androgen metabolism,kegg.reaction/R10242;vmhreaction/SR5AR2r;metanetx.reaction/MNXR107195;rhea/50816;sbo/SBO:0000176,0,R10242,,SR5AR2r,MNXR107195,,RHEA:50816,9.082404077668384
MAR02020_neg,0.0,3.234612555475504e-17,-8.407993241902986,1.3653613504209682e-16,MAR02020,,androsterone sulfate[c] + H2O[c] <=> androsterone[c] + H+[c] + sulfate[c],3.1.6.2,ENSG00000101846,[['STS']],Androgen metabolism,vmhreaction/RE3220C;sbo/SBO:0000176,0,,,RE3220C,,,,8.407993241902986
MAR01958_pos,0.0,3.234612555475504e-17,-8.388026494856407,1.3653613504209682e-16,MAR01958,,17alpha-hydroxypregnenolone[c] + 2 H+[c] + 2 NADPH[c] + O2[c] => acetaldehyde[c] + dehydroepiandrosterone[c] + 2 H2O[c] + 2 NADP+[c],4.1.2.30,ENSG00000148795,[['CYP17A1']],Androgen metabolism,kegg.reaction/R08516;reactome/R-HSA-193070;vmhreaction/HMR_1958;metanetx.reaction/MNXR124742;sbo/SBO:0000176,0,R08516,,HMR_1958,MNXR124742,,,8.388026494856407
MAR02014_pos,0.0,3.234612555475504e-17,-8.21398924952863,1.3653613504209682e-16,MAR02014,"5alpha-androstane-3,17-dione:NADP+ delta4-oxidoreductase","4-androstene-3,17-dione[c] + H+[c] + NADPH[c] <=> 5alpha-androstane-3,17-dione[c] + NADP+[c]",1.3.1.3;1.3.99.6,ENSG00000122787,[['AKR1D1']],Androgen metabolism,kegg.reaction/R10242;vmhreaction/HMR_2014;metanetx.reaction/MNXR107196;rhea/50816;sbo/SBO:0000176,0,R10242,,HMR_2014,MNXR107196,,RHEA:50816,8.21398924952863
MAR01973_pos,0.0,3.234612555475504e-17,-8.121051882689102,1.3653613504209682e-16,MAR01973,testosterone:NADP+ 17-oxidoreductase,"4-androstene-3,17-dione[c] + H+[c] + NADPH[c] => NADP+[c] + testosterone[c]",1.1.1.62;1.1.1.64,ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000130948 or ENSG00000132196 or ENSG00000149084 or ENSG00000196139 or ENSG00000198189 or ENSG00000204228,"[['HSD17B6'], ['HSD17B2'], ['HSD17B1'], ['HSD17B3'], ['HSD17B7'], ['HSD17B12'], ['AKR1C3'], ['HSD17B11'], ['HSD17B8']]",Androgen metabolism,kegg.reaction/R01838;reactome/R-HSA-193064;vmhreaction/RE2766C;metanetx.reaction/MNXR100717;metanetx.reaction/MNXR107199;rhea/14981;sbo/SBO:0000176,0,R01838,,RE2766C,MNXR100717;MNXR107199,,RHEA:14981,8.121051882689102
MAR01944_pos,0.0,3.234612555475504e-17,-7.640710440485611,1.3653613504209682e-16,MAR01944,,H+[c] + NADPH[c] + O2[c] + pregnenolone[c] => 17alpha-hydroxypregnenolone[c] + H2O[c] + NADP+[c],1.14.99.9,ENSG00000148795,[['CYP17A1']],Androgen metabolism,reactome/R-HSA-193068;vmhreaction/HMR_1944;metanetx.reaction/MNXR124741;sbo/SBO:0000176,0,,,HMR_1944,MNXR124741,,,7.640710440485611
MAR01982_pos,0.0,3.234612555475504e-17,-7.409506275878883,1.3653613504209682e-16,MAR01982,17alpha-Hydroxypregnenolone:NAD+ 3-oxidoreductase,"17alpha-hydroxypregnenolone[c] + NAD+[c] => H+[c] + NADH[c] + pregn-5-ene-3,20-dione-17-ol[c]",1.1.1.145,ENSG00000203857 or ENSG00000203859,"[['HSD3B1'], ['HSD3B2']]",Androgen metabolism,kegg.reaction/R03327;reactome/R-HSA-196372;vmhreaction/HMR_1982;metanetx.reaction/MNXR123730;sbo/SBO:0000176,0,R03327,,HMR_1982,MNXR123730,,,7.409506275878883
MAR01983_pos,0.0,3.234612555475504e-17,-7.409506275878883,1.3653613504209682e-16,MAR01983,,"pregn-5-ene-3,20-dione-17-ol[c] => 17alpha-hydroxyprogesterone[c]",5.3.3.1,ENSG00000203857 or ENSG00000203859,"[['HSD3B1'], ['HSD3B2']]",Androgen metabolism,reactome/R-HSA-193961;vmhreaction/HMR_1983;metanetx.reaction/MNXR124765;sbo/SBO:0000176,0,,,HMR_1983,MNXR124765,,,7.409506275878883
MAR01974_pos,0.0,3.234612555475504e-17,-7.2600160692084215,1.3653613504209682e-16,MAR01974,testosterone:NADP+ 17-oxidoreductase,"4-androstene-3,17-dione[r] + H+[r] + NADPH[r] => NADP+[r] + testosterone[r]",1.1.1.62;1.1.1.64,ENSG00000025423 or ENSG00000086696 or ENSG00000108786 or ENSG00000130948 or ENSG00000132196 or ENSG00000149084 or ENSG00000196139 or ENSG00000198189 or ENSG00000204228,"[['HSD17B6'], ['HSD17B2'], ['HSD17B1'], ['HSD17B3'], ['HSD17B7'], ['HSD17B12'], ['AKR1C3'], ['HSD17B11'], ['HSD17B8']]",Androgen metabolism,kegg.reaction/R01838;vmhreaction/HSD17B3r;rhea/14981;sbo/SBO:0000176,0,R01838,,HSD17B3r,,,RHEA:14981,7.2600160692084215
MAR01959_pos,0.0,3.234612555475504e-17,-7.050334989469759,1.3653613504209682e-16,MAR01959,,17alpha-hydroxypregnenolone[c] + NADPH[c] + O2[c] => acetate[c] + dehydroepiandrosterone[c] + H2O[c] + NADP+[c],1.14.99.-,ENSG00000148795 or ENSG00000197580,"[['CYP17A1'], ['BCO2']]",Androgen metabolism,vmhreaction/RE1134C;metanetx.reaction/MNXR102255;sbo/SBO:0000176,0,,,RE1134C,MNXR102255,,,7.050334989469759
MAR02014_neg,0.0,3.234612555475504e-17,-6.75166952945405,1.3653613504209682e-16,MAR02014,"5alpha-androstane-3,17-dione:NADP+ delta4-oxidoreductase","4-androstene-3,17-dione[c] + H+[c] + NADPH[c] <=> 5alpha-androstane-3,17-dione[c] + NADP+[c]",1.3.1.3;1.3.99.6,ENSG00000122787,[['AKR1D1']],Androgen metabolism,kegg.reaction/R10242;vmhreaction/HMR_2014;metanetx.reaction/MNXR107196;rhea/50816;sbo/SBO:0000176,0,R10242,,HMR_2014,MNXR107196,,RHEA:50816,6.75166952945405
MAR02025_pos,0.0,3.234612555475504e-17,-6.310588228523488,1.3653613504209682e-16,MAR02025,,5-alpha-dihydrotestosterone[c] + H+[c] + sulfate[c] <=> 5alpha-dihydrotestosterone-sulfate[c] + H2O[c],3.1.6.2,ENSG00000101846,[['STS']],Androgen metabolism,vmhreaction/RE3218C;sbo/SBO:0000176,0,,,RE3218C,,,,6.310588228523488
MAR01977_pos,0.0,3.234612555475504e-17,-5.921868815518957,1.3653613504209682e-16,MAR01977,dihydrotestosterone:NADP+ delta4-oxidoreductase,H+[r] + NADPH[r] + testosterone[r] => 5-alpha-dihydrotestosterone[r] + NADP+[r],1.3.1.22,ENSG00000128039 or ENSG00000145545 or ENSG00000277893,"[['SRD5A3'], ['SRD5A1'], ['SRD5A2']]",Androgen metabolism,kegg.reaction/R02497;reactome/R-HSA-469659;vmhreaction/SR5ARr;metanetx.reaction/MNXR107543;rhea/50820;sbo/SBO:0000176,0,R02497,,SR5ARr,MNXR107543,,RHEA:50820,5.921868815518957
MAR02015_neg,0.0,3.234612555475504e-17,-5.828784818529482,1.3653613504209682e-16,MAR02015,"5alpha-androstane-3,17-dione:NADP+ delta4-oxidoreductase","4-androstene-3,17-dione[r] + H+[r] + NADPH[r] <=> 5alpha-androstane-3,17-dione[r] + NADP+[r]",1.3.1.22,ENSG00000128039 or ENSG00000145545 or ENSG00000277893,"[['SRD5A3'], ['SRD5A1'], ['SRD5A2']]",Androgen metabolism,kegg.reaction/R10242;vmhreaction/SR5AR2r;metanetx.reaction/MNXR107195;rhea/50816;sbo/SBO:0000176,0,R10242,,SR5AR2r,MNXR107195,,RHEA:50816,5.828784818529482
MAR02020_pos,0.0,3.234612555475504e-17,-5.535302304086041,1.3653613504209682e-16,MAR02020,,androsterone sulfate[c] + H2O[c] <=> androsterone[c] + H+[c] + sulfate[c],3.1.6.2,ENSG00000101846,[['STS']],Androgen metabolism,vmhreaction/RE3220C;sbo/SBO:0000176,0,,,RE3220C,,,,5.535302304086041
